Text,Label,Tagger,Case
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין, התשל""ז-1977 (להלן: החוק);",TRANSPORT_WEP,Hofit,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירה של נשיאה והובלת נשק וזאת לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: החוק);",TRANSPORT_WEP,Hofit,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירה של נשיאה והובלת נשק וזאת לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: החוק);",TRANSPORT_WEP,Hofit,train
"אמנם הנאשם פעל לבדו מול הסוכן ולא היו מעורבים נוספים, אך הנאשם היה בקשר עם אדם אחר להשגת הקרלו, ולאחר שנמסר לו שהקרלו מקולקל, העסקה לא יצאה אל הפועל;",CIR_BUYER_ID_WEP,Michael,train
"בהגיעו למקום, התקרב הנאשם לרכב בו נסע הסוכן והניח על רצפת הרכב, בין רגליו של הסוכן, שקית ובה נשק מסוג קרלו שבכוחו להמית אדם, וכן מחסנית תואמת;",CIR_BUYER_ID_WEP,Michael,train
"בהמשך מסר הנאשם לסוכן שקית נוספת שבתוכה 900 כדורי 5;56 מ""מ, כל זאת תמורת 19,000 ₪ במזומן, אשר העביר הסוכן לידי הנאשם;",CIR_BUYER_ID_WEP,Michael,train
ביום 17;2;2019 התקשר הסוכן לנאשם;,CIR_BUYER_ID_WEP,Michael,train
"ביום 17;3;2019 הודיע הנאשם לסוכן כי האקדח עליו שוחחו כבר נמכר, והציע למכור לסוכן נשק מסוג קרלו וכדורים תואמים תמורת 18,000 ₪;",CIR_BUYER_ID_WEP,Michael,train
"במהלך הימים 26;2;2019 עד 3;3;2019 ובסמוך לכך, שוחחו הנאשם והסוכן במספר הזדמנויות במטרה לקדם עסקה בנשק;",CIR_BUYER_ID_WEP,Michael,train
"במהלך השיחה תיאמו השניים להיפגש למחרת לשם ביצוע העיסקה, והנאשם הבטיח לסוכן להשיג עבורו בהמשך אקדח, באומרו כי עד לחודש הרמדאן הסוכן ""יצא עם אחד שלא היה לאף אחד לפניו"";",CIR_BUYER_ID_WEP,Michael,train
"במקרה זה לא מדובר רק בהחזקת נשק אלא בסחר בנשק, כאשר הנאשם לא ידע מי הקונה;",CIR_BUYER_ID_WEP,Michael,train
בסופו של דבר הנאשם מכר לסוכן נשק ותחמושת והציע לסוכן לרכוש נשק נוסף;,CIR_BUYER_ID_WEP,Michael,train
בסיום הפגישה שאל הנאשם את הסוכן אם הוא מעוניין לרכוש נשק נוסף;,CIR_BUYER_ID_WEP,Michael,train
"בשיחה ביום 13;3;2019 מסר הנאשם לסוכן כי עלות האקדח הינה 18,000 ₪, והסוכן אמר לו כי ישקול את ההצעה;",CIR_BUYER_ID_WEP,Michael,train
"הנאשם אמר לסוכן כי הקרלו שהתכוון למכור לו ""מקולקל"" וביקש ממנו לחזור להשלים את רכישת ארגז התחמושת, אך הסוכן סירב לרכוש את הארגז ללא הקרלו;",CIR_BUYER_ID_WEP,Michael,train
הנשק נמכר לסוכן שהוא זה שמלכתחילה פנה אל הנאשם;,CIR_BUYER_ID_WEP,Michael,train
"הסוכן אמר לנאשם כי הוא מעוניין באקדח, אך בשיחה נוספת באותו יום, נעתר הסוכן להצעת הנאשם, והשניים סיכמו להיפגש בשבוע הבא לצורך רכישת הקרלו;",CIR_BUYER_ID_WEP,Michael,train
"הסוכן ביקש מהנאשם ""לדאוג לו"" למחיר עבור הקרלו, וכן הזכיר לנאשם בנוגע לרכישת אקדח;",CIR_BUYER_ID_WEP,Michael,train
"הסוכן השיב כי הוא מעוניין לרכוש אקדח, והנאשם אמר לו כי בפעם הבאה ""יסדר"" עבורו אקדח ותחמושת תואמת;",CIR_BUYER_ID_WEP,Michael,train
"העובדה שמדובר בסוכן, ובשל כך הנשק הגיע לידי המשטרה, איננה בזכותו של הנאשם אלא בשל פעילות משטרתית מוצלחת;",CIR_BUYER_ID_WEP,Michael,train
"חלקה הראשון של העסקה לא יצא אל הפועל, כאשר האדם האחר, שאמור היה להביא את הנשק, לא הגיע, ולאחר זמן מה הצליח הנאשם להשיג קרלו ותחמושת עבור הסוכן;",CIR_BUYER_ID_WEP,Michael,train
"לדברי ב""כ המאשימה, בית המשפט העליון התייחס לחומרה שבעבירות הקשורות בנשק, ולכך שכאשר נשק מגיב לידיים לא מורשות, לא ניתן לדעת מה יהיה בסופו;",CIR_BUYER_ID_WEP,Michael,train
"לדבריה ""במזל"" היה זה סוכן משטרתי, אך באותה מידה יכול היה הנשק להימכר לגורמים עברייניים או טרוריסטים;",CIR_BUYER_ID_WEP,Michael,train
"לדבריו, העיסקה נועדה למכור לסוכן נשק מסוג קרלו;",CIR_BUYER_ID_WEP,Michael,train
"למחרת, ביום 18;3;2019, לאחר שיחות תיאום בין השניים, נסע הסוכן למקום אליו כיוון אותו הנאשם בא-ראם;",CIR_BUYER_ID_WEP,Michael,train
מכתב האישום עולה כי הנאשם ידע למי לפנות כדי לקבל נשק ואף השיג נשק ותחמושת עבור הסוכן;,CIR_BUYER_ID_WEP,Michael,train
"מספר ימים עובר לתאריך 18;3;2019, שוחחו הנאשם והסוכן על אפשרות רכישת אקדח ונשק מסוג ""קרלו"";",CIR_BUYER_ID_WEP,Michael,train
"על פי עובדות כתב האישום המתוקן בהסדר, ביצע הנאשם עסקה בה מכר נשק, ועסקה של ניסיון למכירת נשק, מול לוחם מספר 188 המכונה ""עלי"", שהנו שוטר אשר במועדים הרלוונטיים לכתב האישום שימש כ""סוכן"" מטעם משטרת ישראל;",CIR_BUYER_ID_WEP,Michael,train
"על פי עובדות כתב האישום המתוקן, הנאשם פעל באופן נמרץ במטרה למכור לסוכן המשטרתי נשק;",CIR_BUYER_ID_WEP,Michael,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",CIR_BUYER_ID_WEP,Hofit,train
"באישום הראשון, תואר שבמועד שאינו ידוע במדוייק ולפני האירוע השני, אך בסמוך לו, סיכם הנאשם עם אדם בשם תאמיר כיוף למכור יחד אמצעי לחימה שהוחזק על ידם לסוכן משטרתי;",CIR_BUYER_ID_WEP,Hofit,train
"ביום 25;8;15 שוחחו הנאשם ותאמיר עם הסוכן בטלפון וקבעו לבצע עסקה למכירת אקדח יריחו לסוכן תמורת 26,700 ₪ בעוספיא באותו יום;",CIR_BUYER_ID_WEP,Hofit,train
"ביום 25;8;15 שוחחו הנאשם ותאמיר עם הסוכן בטלפון וקבעו לבצע עסקה למכירת אקדח יריחו לסוכן תמורת 26,700 ₪ בעוספיא באותו יום;",CIR_BUYER_ID_WEP,Hofit,train
"ביום 25;8;15 שוחחו הנאשם ותאמיר עם הסוכן בטלפון וקבעו לבצע עסקה למכירת אקדח יריחו לסוכן תמורת 26,700 ₪ בעוספיא באותו יום;",CIR_BUYER_ID_WEP,Hofit,train
"ביום 25;8;15 שוחחו הנאשם ותאמיר עם הסוכן בטלפון וקבעו לבצע עסקה למכירת אקדח יריחו לסוכן תמורת 26,700 ₪ בעוספיא באותו יום;",CIR_BUYER_ID_WEP,Hofit,train
ביציאה מעוספיא ירד הסוכן מרכבו של הנאשם עם הנשק;,CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
"בשאלה אם מדובר באירוע אחד או שניים, הנני מקבל את עמדת המדינה כי מדובר בשני אירועים נפרדים כיוון שהאירועים בוצעו במועדים שונים, תואמו בנפרד, בוצעו במקומות שונים ומדובר בעסקאות עצמאיות ללא רצף ונמכרו סוגי נשק שונים;",CIR_BUYER_ID_WEP,Hofit,train
בשלב זה הגיע למקום הנאשם והסיע את הסוכן ברכבו לכיוון היציאה מעוספיא כאשר הנאשם שאל במהלך הנסיעה אם לסוכן יש אקדח מסוג FN למכירה ובנוסף ביקש הנאשם מהסוכן לראות את  האקדח בפעם האחרונה מכיוון שזה היה אצלו זמן רב;,CIR_BUYER_ID_WEP,Hofit,train
בשלב זה הגיע למקום הנאשם והסיע את הסוכן ברכבו לכיוון היציאה מעוספיא כאשר הנאשם שאל במהלך הנסיעה אם לסוכן יש אקדח מסוג FN למכירה ובנוסף ביקש הנאשם מהסוכן לראות את  האקדח בפעם האחרונה מכיוון שזה היה אצלו זמן רב;,CIR_BUYER_ID_WEP,Hofit,train
בשלב זה הגיע למקום הנאשם והסיע את הסוכן ברכבו לכיוון היציאה מעוספיא כאשר הנאשם שאל במהלך הנסיעה אם לסוכן יש אקדח מסוג FN למכירה ובנוסף ביקש הנאשם מהסוכן לראות את  האקדח בפעם האחרונה מכיוון שזה היה אצלו זמן רב;,CIR_BUYER_ID_WEP,Hofit,train
בשלב מסויים ניגש תאמיר לביתו ושב עם אקדח מסוג יריחו והציגו לסוכן בנוכחות ווליד;,CIR_BUYER_ID_WEP,Hofit,train
בשלב מסויים ניגש תאמיר לביתו ושב עם אקדח מסוג יריחו והציגו לסוכן בנוכחות ווליד;,CIR_BUYER_ID_WEP,Hofit,train
בשלב מסויים ניגש תאמיר לביתו ושב עם אקדח מסוג יריחו והציגו לסוכן בנוכחות ווליד;,CIR_BUYER_ID_WEP,Hofit,train
בשעות אחר הצהריים שוחחו שוב תאמיר והסוכן בטלפון והסוכן הודיע לתאמיר שהוא במקום המפגש בעוספיא;,CIR_BUYER_ID_WEP,Hofit,train
בשעות אחר הצהריים שוחחו שוב תאמיר והסוכן בטלפון והסוכן הודיע לתאמיר שהוא במקום המפגש בעוספיא;,CIR_BUYER_ID_WEP,Hofit,train
"הנאשם אמר לסוכן שהאקדח שווה 30,000 ₪ והציע למכור לו אותו תמורת נשק מסוג קלצ'ניקוב;",CIR_BUYER_ID_WEP,Hofit,train
"הנאשם אמר לסוכן שהאקדח שווה 30,000 ₪ והציע למכור לו אותו תמורת נשק מסוג קלצ'ניקוב;",CIR_BUYER_ID_WEP,Hofit,train
"הנאשם אמר לסוכן שהאקדח שווה 30,000 ₪ והציע למכור לו אותו תמורת נשק מסוג קלצ'ניקוב;",CIR_BUYER_ID_WEP,Hofit,train
הנאשם השיב בחיוב לשאלת הסוכן אם הנשק עובד ואמר עוד שניסה אותו;,CIR_BUYER_ID_WEP,Hofit,train
הנאשם השיב בחיוב לשאלת הסוכן אם הנשק עובד ואמר עוד שניסה אותו;,CIR_BUYER_ID_WEP,Hofit,train
"הסוכן בדק את האקדח והסוכן מסר לתאמיר 26,700 ₪ תמורת הנשק ותאמיר וווליד ספרו ביחד את הכסף והסוכן הכניס את הנשק לתוך קופסת קרטון;",CIR_BUYER_ID_WEP,Hofit,train
"הסוכן בדק את האקדח והסוכן מסר לתאמיר 26,700 ₪ תמורת הנשק ותאמיר וווליד ספרו ביחד את הכסף והסוכן הכניס את הנשק לתוך קופסת קרטון;",CIR_BUYER_ID_WEP,Hofit,train
"הסוכן בדק את האקדח והסוכן מסר לתאמיר 26,700 ₪ תמורת הנשק ותאמיר וווליד ספרו ביחד את הכסף והסוכן הכניס את הנשק לתוך קופסת קרטון;",CIR_BUYER_ID_WEP,Hofit,train
הסוכן פתח את הקופסא והציג לנאשם את האקדח;,CIR_BUYER_ID_WEP,Hofit,train
הסוכן פתח את הקופסא והציג לנאשם את האקדח;,CIR_BUYER_ID_WEP,Hofit,train
"כעבור כמה דקות הגיע ווליד למקום ברכב והסוכן ביקש ממנו ""טרמפ לביתו של תאמיר"";",CIR_BUYER_ID_WEP,Hofit,train
כשהגיעו לביתו של תאמיר התקשר הנאשם לסוכן לברר היכן הוא והסוכן השיב שהגיע כבר לביתו של תאמיר;,CIR_BUYER_ID_WEP,Hofit,train
כשהגיעו לביתו של תאמיר התקשר הנאשם לסוכן לברר היכן הוא והסוכן השיב שהגיע כבר לביתו של תאמיר;,CIR_BUYER_ID_WEP,Hofit,train
"למחרת בשעות אחר הצהריים שוחחו הנאשם והסוכן בטלפון וקבעו לבצע ביניהם עסקה למכירת רובה ציד לסוכן תמורת 11,000 ₪ באותו יום בעוספיא;",CIR_BUYER_ID_WEP,Hofit,train
"למחרת בשעות אחר הצהריים שוחחו הנאשם והסוכן בטלפון וקבעו לבצע ביניהם עסקה למכירת רובה ציד לסוכן תמורת 11,000 ₪ באותו יום בעוספיא;",CIR_BUYER_ID_WEP,Hofit,train
"למחרת בשעות אחר הצהריים שוחחו הנאשם והסוכן בטלפון וקבעו לבצע ביניהם עסקה למכירת רובה ציד לסוכן תמורת 11,000 ₪ באותו יום בעוספיא;",CIR_BUYER_ID_WEP,Hofit,train
"למחרת בשעות אחר הצהריים שוחחו הנאשם והסוכן בטלפון וקבעו לבצע ביניהם עסקה למכירת רובה ציד לסוכן תמורת 11,000 ₪ באותו יום בעוספיא;",CIR_BUYER_ID_WEP,Hofit,train
"על פי האישום השני, ביום 16;9;15 בשעה 14:00 התקשר הנאשם לסוכן והציע שימכור לסוכן אקדח מסוג FN ורובה ציד;",CIR_BUYER_ID_WEP,Hofit,train
"על פי האישום השני, ביום 16;9;15 בשעה 14:00 התקשר הנאשם לסוכן והציע שימכור לסוכן אקדח מסוג FN ורובה ציד;",CIR_BUYER_ID_WEP,Hofit,train
תאמיר אמר לסוכן שישלח את הנאשם לאסוף אותו;,CIR_BUYER_ID_WEP,Hofit,train
"תואר שבתחילת אוגוסט 2015 ישב הסוכן בחצר ביתו של תאמיר עם הנאשם, תאמיר, וווליד פרו (ווליד);",CIR_BUYER_ID_WEP,Hofit,train
"במזל לא נגרם נזק כתוצאה ממעשיו של הנאשם מאחר שהנשק הועבר לסוכן, אך הנזק הפוטנציאלי של מכירת נשק קטלני לאדם לא מוכר הוא עצום;",CIR_BUYER_ID_WEP,Hofit,train
"ובאשר לנזק שנגרם - מאחר שהנשק נמכר לסוכן משטרתי, לא נגרם נזק בפועל;",CIR_BUYER_ID_WEP,Hofit,train
"כתב האישום מציין פעמים רבות את השם אבו מוחמד, שהוא מקור הנשקים ואליו פונים כולם, אך זהותו אינה ידועה והמאשימה לא עשתה דבר כדי למגר את תופעת העברת הנשקים והסתפקה בנאשמים;",CIR_BUYER_ID_WEP,Hofit,train
לדבריו משטרת ישראל הייתה שותפה להבאת נשקים לתוך ישראל;,CIR_BUYER_ID_WEP,Hofit,train
"מעורבותו בעסקאות משמעותית וכללה תיאומים, ארגון ונוכחות פיזית, כאשר במספר הזדמנויות עבד אף הציע מיוזמתו לסוכן לרכוש דרכו כלי נשק;",CIR_BUYER_ID_WEP,Hofit,train
"מעורבותו בעסקאות משמעותית וכללה תיאומים, ארגון ונוכחות פיזית, כאשר במספר הזדמנויות עבד אף הציע מיוזמתו לסוכן לרכוש דרכו כלי נשק;",CIR_BUYER_ID_WEP,Hofit,train
"עובר לפעילות הסוכן הסמוי המשטרתי, לא היה כנגד הנאשם כל מידע מודיעיני אודות העבירות בהן הורשע, כאשר הקשר בין הסוכן לבינו נוצר באמצעות בן דודו עבד כרכי;",CIR_BUYER_ID_WEP,Hofit,train
"על פי עובדות כתב האישום המתוקן, בהזדמנויות שונות מכר הנאשם ו/או ניסה למכור ל""מהדי"", אשר הינו סוכן משטרתי (להלן: ""מהדי""), יחד עם אחרים, כלי נשק בתמורה לסכומי כסף;",CIR_BUYER_ID_WEP,Hofit,train
"על פי עובדות כתב האישום המתוקן, בהזדמנויות שונות מכר הנאשם ו/או ניסה למכור ל""מהדי"", אשר הינו סוכן משטרתי (להלן: ""מהדי""), יחד עם אחרים, כלי נשק בתמורה לסכומי כסף;",CIR_BUYER_ID_WEP,Hofit,train
"על פי עובדות כתב האישום המתוקן, בהזדמנויות שונות מכר הנאשם ו/או ניסה למכור ל""מהדי"", אשר הינו סוכן משטרתי (להלן: ""מהדי""), יחד עם אחרים, כלי נשק בתמורה לסכומי כסף;",CIR_BUYER_ID_WEP,Hofit,train
"בהמשך לכך, ביום 18;10;17 נסע הנאשם בשנית לחברון שם פגש את המוכר;",CIR_BUYER_ID_WEP,Hofit,train
"בהמשך לכך, ביום 18;10;17 נסע הנאשם בשנית לחברון שם פגש את המוכר;",CIR_BUYER_ID_WEP,Hofit,train
"בהמשך לכך, ביום 18;10;17 נסע הנאשם בשנית לחברון שם פגש את המוכר;",CIR_BUYER_ID_WEP,Hofit,train
"כן שקלתי, כי הנאשם הוא מי שקנה את הנשק ולא היה המוכר, וכן את העובדה שבסופו של יום לא נגרם נזק ממשי בגין העבירה בה הורשע הנאשם;",CIR_BUYER_ID_WEP,Hofit,train
"כן שקלתי, כי הנאשם הוא מי שקנה את הנשק ולא היה המוכר, וכן את העובדה שבסופו של יום לא נגרם נזק ממשי בגין העבירה בה הורשע הנאשם;",CIR_BUYER_ID_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
"לצורך כך, כשבוע עובר ליום 18;10;17, נסע הנאשם לחברון שם פגש אדם שזהותו אינה ידועה למאשימה (להלן: ""המוכר"") אשר הציע לו לרכוש תת מקלע מסוג ""Scorpion"" קליבר 7;65 מ""מ, מספר סידורי D5296 (להלן: ""הנשק"") תמורת 20,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
ביום 11;12;20 שוחחו הנאשם והסוכן וקבעו פגישה בתחנת דלק בכניסה לענתא;,CIR_BUYER_ID_WEP,Hofit,train
ביום 11;12;20 שוחחו הנאשם והסוכן וקבעו פגישה בתחנת דלק בכניסה לענתא;,CIR_BUYER_ID_WEP,Hofit,train
"בכתב האישום מתואר כי ביום 10;12;20 התקשר הסוכן לנאשם והשניים קבעו פגישה בבית חנינה, שם הציע הנאשם לסוכן לרכוש אחד משני אקדחים שהיו ברשותו – סטאר תמורת 30,000 ₪ או גלוק תמורת 45,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
"בכתב האישום מתואר כי ביום 10;12;20 התקשר הסוכן לנאשם והשניים קבעו פגישה בבית חנינה, שם הציע הנאשם לסוכן לרכוש אחד משני אקדחים שהיו ברשותו – סטאר תמורת 30,000 ₪ או גלוק תמורת 45,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
"בכתב האישום מתואר כי ביום 10;12;20 התקשר הסוכן לנאשם והשניים קבעו פגישה בבית חנינה, שם הציע הנאשם לסוכן לרכוש אחד משני אקדחים שהיו ברשותו – סטאר תמורת 30,000 ₪ או גלוק תמורת 45,000 ₪;",CIR_BUYER_ID_WEP,Hofit,train
"הסוכן הגיע למקום, ובן דודו של הנאשם אסף אותו ברכב;",CIR_BUYER_ID_WEP,Hofit,train
"הסוכן הגיע למקום, ובן דודו של הנאשם אסף אותו ברכב;",CIR_BUYER_ID_WEP,Hofit,train
"לאחר נסיעה קצרה עלה גם הנאשם לרכב, והשלושה נסעו למקום נסתר במטרה לנסות את האקדח;",CIR_BUYER_ID_WEP,Hofit,train
"לאחר נסיעה קצרה עלה גם הנאשם לרכב, והשלושה נסעו למקום נסתר במטרה לנסות את האקדח;",CIR_BUYER_ID_WEP,Hofit,train
