Text,Label,Case
הנאשם מסר לקצינת המבחן כי משנתפס הוא הבין את חומרת מעשיו;,CONFESSION,train
"מהמידע שנמסר מהמטפל עלה, כי הנאשם משתף פעולה, מביע הכרה בחומרת מעשיו ומבטא שאיפות נורמטיביות לחייו בתחום התעסוקה והלימודים;",CONFESSION,train
"עוד הנאשם הביע חרטה על מעורבותו בפלילים, וגילה נכונות להשתלב בהליך טיפולי;",CONFESSION,train
הנאשם שלל שהחזיק באקדח למטרות פליליות;,CONFESSION,train
"לקולה ציינה את היעדרו של עבר פלילי קודם, את ההודאה, את קבלת האחריות ואת החיסכון בזמן שיפוטי;",CONFESSION,train
"לקולה ציינה את היעדרו של עבר פלילי קודם, את ההודאה, את קבלת האחריות ואת החיסכון בזמן שיפוטי;",CONFESSION,train
"לקולה ציינה את היעדרו של עבר פלילי קודם, את ההודאה, את קבלת האחריות ואת החיסכון בזמן שיפוטי;",CONFESSION,train
"נטילת האחריות של הנאשם על מעשיו; הנאשם הודה במיוחס לו כבר במהלך החיפוש שנערך בביתו, הודה בכתב האישום בבית המשפט, הצטער על טעותו והביע עליה חרטה;",CONFESSION,train
"נטילת האחריות של הנאשם על מעשיו; הנאשם הודה במיוחס לו כבר במהלך החיפוש שנערך בביתו, הודה בכתב האישום בבית המשפט, הצטער על טעותו והביע עליה חרטה;",CONFESSION,train
"עם זאת הכיר בכך שהנאשם טעה בשיקול דעתו כאשר לא דיווח אודות מציאת האקדח למשטרה, לגרסת הנאשם בשל פחד שנבע מחוסר אמון במשטרת ישראל בקרב תושבי מזרח ירושלים;",CONFESSION,train
"באשר לעונש במסגרת המתחם ציין ב""כ המאשימה מחד גיסא כי הנאשם הודה וחסך זמן, ומאידך גיסא את העדר ההמלצה של שירות המבחן והעובדה שהנאשם לא עבר הליך שיקום;",CONFESSION,train
"באשר לעונש במסגרת המתחם ציין ב""כ המאשימה מחד גיסא כי הנאשם הודה וחסך זמן, ומאידך גיסא את העדר ההמלצה של שירות המבחן והעובדה שהנאשם לא עבר הליך שיקום;",CONFESSION,train
"הוא לא עבר הליך שיקום בשל היותו עצור, והגם שלא הכיר באחריותו במשטרה, בבית המשפט הנאשם הודה אף ללא הסכמה לעניין העונש, נטל אחריות והבין את חומרת מעשיו;",CONFESSION,train
"הוא לא עבר הליך שיקום בשל היותו עצור, והגם שלא הכיר באחריותו במשטרה, בבית המשפט הנאשם הודה אף ללא הסכמה לעניין העונש, נטל אחריות והבין את חומרת מעשיו;",CONFESSION,train
"הוא לא עבר הליך שיקום בשל היותו עצור, והגם שלא הכיר באחריותו במשטרה, בבית המשפט הנאשם הודה אף ללא הסכמה לעניין העונש, נטל אחריות והבין את חומרת מעשיו;",CONFESSION,train
"הנאשם הודה והורשע בעבירה של סחר בנשק – עבירה לפי סעיף 144(ב2) לחוק העונשין תשל""ז-1977;",CONFESSION,train
"הנאשם הודה והורשע בעבירה של סחר בנשק – עבירה לפי סעיף 144(ב2) לחוק העונשין תשל""ז-1977;",CONFESSION,train
"הנאשם הודה, הכיר באחריות למעשיו והביע חרטה ורצון לשוב לחיים נורמטיביים;",CONFESSION,train
"הנאשם הודה, הכיר באחריות למעשיו והביע חרטה ורצון לשוב לחיים נורמטיביים;",CONFESSION,train
"הנאשם הודה, הכיר באחריות למעשיו והביע חרטה ורצון לשוב לחיים נורמטיביים;",CONFESSION,train
* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק;,CONFESSION,train
* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק;,CONFESSION,train
"אף שבתיק היו מעורבים נוספים שלא הועמדו לדין, הנאשם נטל אחריות, הודה ושיתף פעולה, הביע חרטה, וחסך זמן שיפוטי יקר;",CONFESSION,train
"אף שבתיק היו מעורבים נוספים שלא הועמדו לדין, הנאשם נטל אחריות, הודה ושיתף פעולה, הביע חרטה, וחסך זמן שיפוטי יקר;",CONFESSION,train
"אף שבתיק היו מעורבים נוספים שלא הועמדו לדין, הנאשם נטל אחריות, הודה ושיתף פעולה, הביע חרטה, וחסך זמן שיפוטי יקר;",CONFESSION,train
"באשר לנסיבות שאינן קשורות בביצוע העבירות נטען כי הנאשם אמנם נעדר עבר פלילי, הודה וחסך מזמנו של בית-המשפט, אך נסיבות אלה מקבלות משקל בעתירת המאשימה לעונש מאסר המצוי ברף התחתון של מתחם העונש ההולם לו טענה;",CONFESSION,train
"באשר לנסיבות שאינן קשורות בביצוע העבירות נטען כי הנאשם אמנם נעדר עבר פלילי, הודה וחסך מזמנו של בית-המשפט, אך נסיבות אלה מקבלות משקל בעתירת המאשימה לעונש מאסר המצוי ברף התחתון של מתחם העונש ההולם לו טענה;",CONFESSION,train
"ביום 25;12;19 הודיעו הצדדים כי הגיעו להסדר טיעון, לפיו הנאשם הודה בעובדות כתב האישום המתוקן, והורשע בעבירה המיוחסת לו;",CONFESSION,train
"הנאשם בן 46, הודה במסגרת הסדר טיעון ונטל אחריות ובכך חסך זמן ציבורי;",CONFESSION,train
"הנאשם בן 46, הודה במסגרת הסדר טיעון ונטל אחריות ובכך חסך זמן ציבורי;",CONFESSION,train
"הנאשם בן 46, הודה במסגרת הסדר טיעון ונטל אחריות ובכך חסך זמן ציבורי;",CONFESSION,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",CONFESSION,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",CONFESSION,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון מיום 25;12;19, בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",CONFESSION,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון מיום 25;12;19, בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",CONFESSION,train
"יחד עם זאת, יש לקחת בחשבון את הסדר הטיעון במסגרתו הנאשם הודה, ולפיו הגבילה עצמה המאשימה לטיעון של שנת מאסר בפועל בלבד כעונש ראוי;",CONFESSION,train
"יחד עם זאת, יש לקחת בחשבון את הסדר הטיעון במסגרתו הנאשם הודה, ולפיו הגבילה עצמה המאשימה לטיעון של שנת מאסר בפועל בלבד כעונש ראוי;",CONFESSION,train
"* בית המשפט גזר על הנאשם שהורשע, במסגרת הסדר טיעון, על יסוד הודאתו, בביצוע עבירת נשק, איומים (4 עבירות) והפרעה לשוטר במילוי תפקידו עונש של 32 חודשי מאסר בפועל;",CONFESSION,train
"* בית המשפט גזר על הנאשם שהורשע, במסגרת הסדר טיעון, על יסוד הודאתו, בביצוע עבירת נשק, איומים (4 עבירות) והפרעה לשוטר במילוי תפקידו עונש של 32 חודשי מאסר בפועל;",CONFESSION,train
"אשר לעבירה, הוא אינו מודה בביצועה;",CONFESSION,train
בגזירת דינו של הנאשם אני לוקח בחשבון גם את הודאת הנאשם – הגם שהוא התבטא בפני שירות המבחן כי הודאתו באה רק כדי לסיים את ההליך; את הפגיעה שתיגרם לנאשם ולמשפחתו – ובעיקר לאמו – מהמאסר; את נסיבות חייו; את העדר ההרשעות הקודמות; ואת הצורך בהרתעתו;,CONFESSION,train
בגזירת דינו של הנאשם אני לוקח בחשבון גם את הודאת הנאשם – הגם שהוא התבטא בפני שירות המבחן כי הודאתו באה רק כדי לסיים את ההליך; את הפגיעה שתיגרם לנאשם ולמשפחתו – ובעיקר לאמו – מהמאסר; את נסיבות חייו; את העדר ההרשעות הקודמות; ואת הצורך בהרתעתו;,CONFESSION,train
"בטרם שמיעת ההוכחות הגיעו הצדדים להסדר דיוני, במסגרתו, הוגש נגד הנאשם כתב אישום מתוקן והנאשם הודה בעובדותיו, שאלה עיקריהן:",CONFESSION,train
"הוא הודה במיוחס לו, לקח אחריות על מעשיו וביקש לצרף ולהודות בכל התיקים שפתוחים נגדו;",CONFESSION,train
"הוא הודה במיוחס לו, לקח אחריות על מעשיו וביקש לצרף ולהודות בכל התיקים שפתוחים נגדו;",CONFESSION,train
הנאשם הודה על יסוד הודאתו בעובדות כתב האישום המתוקן והוא הורשע בעבירה של החזקת נשק;,CONFESSION,train
הנאשם הודה על יסוד הודאתו בעובדות כתב האישום המתוקן והוא הורשע בעבירה של החזקת נשק;,CONFESSION,train
מסר כי הודה מתוך הבנה שאין ביכולתו להילחם על צדקתו והעדיף לסיים את ההליך המשפטי;,CONFESSION,train
"אשר לעונש המתאים, טען ב""כ המאשימה, כי מחד גיסא הנאשם הודה, לקח אחריות למעשיו, חסך זמן שיפוטי;",CONFESSION,train
"אשר לעונש המתאים, טען ב""כ המאשימה, כי מחד גיסא הנאשם הודה, לקח אחריות למעשיו, חסך זמן שיפוטי;",CONFESSION,train
"עוד הוסיף ב""כ הנאשם, כי הוא הודה במעשיו בהזדמנות ראשונה וחסך זמן שיפוטי יקר;",CONFESSION,train
"הנאשם הורשע על פי הודאתו ובמסגרת הסדר טיעון בהחזקת נשק שלא כדין, עבירה לפי סעיף 144(א) רישא וסיפא לחוק העונשין, תשל""ז-1977 (להלן: ""החוק"");",reject,train
"הנאשם הורשע על פי הודאתו במסגרת הסדר טיעון בעבירה של החזקת נשק, עבירה לפי סע' 144(א) רישא לחוק העונשין, תשל""ז-1977 (להלן: ""חוק העונשין"");",reject,train
"הנאשם הורשע בעבירות של החזקת נשק שלא כדין, החזקת אביזר נשק ותחמושת שלא כדין והחזקת סם מסוכן לצריכה עצמית;",reject,train
"עונש המאסר המרבי הקבוע בצידה של עבירת לפי סעיף 144(א) רישא וסיפא לחוק העונשין – החזקת נשק ללא רשות על פי דין - הוא 7 שנות מאסר; העונש בצידה של עבירה לפי סעיף 144(ב) רישא וסיפא לחוק – נשיאה או הובלה של נשק ללא רשות על פי דין -הוא 10 שנות מאסר; העונש בצד עבירה לפי סעיף 144(ב2) רישא וסיפא לחוק ביחד עם סעיף 25  – ניסיון לסחר בנשק לרבות מסירתו שלא כדין - הוא 15 שנות מאסר,  והעונש בצד עבירה של כניסה לישראל שלא כדין, לפי סעיף 12 (1) לחוק הכניסה לישראל - הוא שנה אחת;",reject,train
"עונש המאסר המרבי הקבוע בצידה של עבירת לפי סעיף 144(א) רישא וסיפא לחוק העונשין – החזקת נשק ללא רשות על פי דין - הוא 7 שנות מאסר; העונש בצידה של עבירה לפי סעיף 144(ב) רישא וסיפא לחוק – נשיאה או הובלה של נשק ללא רשות על פי דין -הוא 10 שנות מאסר; העונש בצד עבירה לפי סעיף 144(ב2) רישא וסיפא לחוק ביחד עם סעיף 25  – ניסיון לסחר בנשק לרבות מסירתו שלא כדין - הוא 15 שנות מאסר,  והעונש בצד עבירה של כניסה לישראל שלא כדין, לפי סעיף 12 (1) לחוק הכניסה לישראל - הוא שנה אחת;",reject,train
"עונש המאסר המרבי הקבוע בצידה של עבירת לפי סעיף 144(א) רישא וסיפא לחוק העונשין – החזקת נשק ללא רשות על פי דין - הוא 7 שנות מאסר; העונש בצידה של עבירה לפי סעיף 144(ב) רישא וסיפא לחוק – נשיאה או הובלה של נשק ללא רשות על פי דין -הוא 10 שנות מאסר; העונש בצד עבירה לפי סעיף 144(ב2) רישא וסיפא לחוק ביחד עם סעיף 25  – ניסיון לסחר בנשק לרבות מסירתו שלא כדין - הוא 15 שנות מאסר,  והעונש בצד עבירה של כניסה לישראל שלא כדין, לפי סעיף 12 (1) לחוק הכניסה לישראל - הוא שנה אחת;",reject,train
"דענה ג'אדו, הודה והורשע בשתי עבירות של סחר בנשק, ובעבירה של נשיאת נשק;",reject,train
"דענה ג'אדו, הודה והורשע בשתי עבירות של סחר בנשק, ובעבירה של נשיאת נשק;",reject,train
"דענה ג'אדו, הודה והורשע בשתי עבירות של סחר בנשק, ובעבירה של נשיאת נשק;",reject,train
"עאמר ג'עברי, הודה והורשע בשלוש עבירות של סחר בנשק ושתי עבירות של נשיאת נשק;",reject,train
"עאמר ג'עברי, הודה והורשע בשלוש עבירות של סחר בנשק ושתי עבירות של נשיאת נשק;",reject,train
"עאמר ג'עברי, הודה והורשע בשלוש עבירות של סחר בנשק ושתי עבירות של נשיאת נשק;",reject,train
"על רקע הודאת הנאשם בעובדות, כאמור, הוא הורשע בעבירות של גניבה, לפי סעיף 384 לחוק העונשין תשל""ז-1977 להלן: ""חוק העונשין""); ונשיאה והובלת נשק, לפי סעיף 144(ב) לחוק העונשין;",reject,train
"על רקע הודאת הנאשם בעובדות, כאמור, הוא הורשע בעבירות של גניבה, לפי סעיף 384 לחוק העונשין תשל""ז-1977 להלן: ""חוק העונשין""); ונשיאה והובלת נשק, לפי סעיף 144(ב) לחוק העונשין;",reject,train
"על רקע הודאת הנאשם בעובדות, כאמור, הוא הורשע בעבירות של גניבה, לפי סעיף 384 לחוק העונשין תשל""ז-1977 להלן: ""חוק העונשין""); ונשיאה והובלת נשק, לפי סעיף 144(ב) לחוק העונשין;",reject,train
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין;",reject,train
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין;",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
את דבריו חתם בכך שטען שאמנם הנאשם הורשע בעבירת החזקת אקדח ללא רישיון ברם הנסיבות הן חריגות ויוצאות דופן וכך גם נדרש להתייחס אליהן;,reject,train
את דבריו חתם בכך שטען שאמנם הנאשם הורשע בעבירת החזקת אקדח ללא רישיון ברם הנסיבות הן חריגות ויוצאות דופן וכך גם נדרש להתייחס אליהן;,reject,train
"בהתייחסו לעבירה של החזקת נשק בלא רשות כדין, אמר בית המשפט כך:",reject,train
* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק;,reject,train
* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק;,reject,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",reject,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון מיום 25;12;19, בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",reject,train
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון מיום 25;12;19, בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977;",reject,train
הנאשם הודה על יסוד הודאתו בעובדות כתב האישום המתוקן והוא הורשע בעבירה של החזקת נשק;,reject,train
הנאשם הודה על יסוד הודאתו בעובדות כתב האישום המתוקן והוא הורשע בעבירה של החזקת נשק;,reject,train
"על יסוד הודאת הנאשם בעובדות כתב האישום המתוקן, כאמור, הוא הורשע בעבירה של החזקת נשק, לפי סעיף 144(א) רישא בחוק העונשין תשל""ז-1977;",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירה של נשיאה והובלת נשק וזאת לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירה של נשיאה והובלת נשק וזאת לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
"הנאשם טען שהחזקת הנשק היתה בשל סכסוך בין משפחתו המורחבת לבין משפחה יריבה המתגוררת בתחומי העיר לוד, הידועה כמשפחת אלמרבוע;",CIR_PURPOSE_WEP,train
הסיבות שהביאו את הנאשם לבצע את העבירות-לא הובררו הסיבות שהביאו הנאשם לבצע העבירות;,CIR_PURPOSE_WEP,train
"עבד כרכי (נקרא שם: ""קרקי""), בן דודו של הנאשם, הודה והורשע ב-5 עסקאות שונות ונפרדות בהן רכש ממנו הסוכן חמישה כלי נשק מסוכנים;",reject,train
"הנאשמים הורשעו על פי הודאתם בעובדות כתב אישום מתוקן, בעבירה של קשירת קשר לפשע לפי סעיף 499(א)(1) לחוק העונשין התשל""ז  - 1977 (להלן: ""החוק""), ובעבירה של נשיאת נשק, לפי סעיף 144(ב) רישא לחוק;",reject,train
"כאשר הגיעו למקום, התקרב הנאשם לרכב בו נסע הסוכן, כשבאמתחתו ארגז מלא בתחמושת מסוג M16 (להלן: ""הארגז"");",reject,train
"הנאשם, יליד 91', הורשע על יסוד הודייתו בעובדות כתב האישום שהוגש נגדו, בעבירת של החזקה, הובלה ונשיאה של נשק שלא כדין, בצוותא, לפי סעיף 144(א) רישא וסיפא + סעיף 144(ב) רישא וסיפא + סעיף 29 לחוק העונשין, התשל""ז-1977 (להלן: חוק העונשין); ניסיון לסחר בנשק, לפי סעיף 144(ב2) רישא וסיפא + סעיף 25 לחוק העונשין; וכניסה לישראל שלא כדין, לפי סעיף 12(1) לחוק הכניסה לישראל, תשי""ב-1952 (להלן: חוק הכניסה לישראל);",reject,train
"הנאשם, יליד 91', הורשע על יסוד הודייתו בעובדות כתב האישום שהוגש נגדו, בעבירת של החזקה, הובלה ונשיאה של נשק שלא כדין, בצוותא, לפי סעיף 144(א) רישא וסיפא + סעיף 144(ב) רישא וסיפא + סעיף 29 לחוק העונשין, התשל""ז-1977 (להלן: חוק העונשין); ניסיון לסחר בנשק, לפי סעיף 144(ב2) רישא וסיפא + סעיף 25 לחוק העונשין; וכניסה לישראל שלא כדין, לפי סעיף 12(1) לחוק הכניסה לישראל, תשי""ב-1952 (להלן: חוק הכניסה לישראל);",reject,train
"עונש המאסר המרבי הקבוע בצידה של עבירת לפי סעיף 144(א) רישא וסיפא לחוק העונשין – החזקת נשק ללא רשות על פי דין - הוא 7 שנות מאסר; העונש בצידה של עבירה לפי סעיף 144(ב) רישא וסיפא לחוק – נשיאה או הובלה של נשק ללא רשות על פי דין -הוא 10 שנות מאסר; העונש בצד עבירה לפי סעיף 144(ב2) רישא וסיפא לחוק ביחד עם סעיף 25  – ניסיון לסחר בנשק לרבות מסירתו שלא כדין - הוא 15 שנות מאסר,  והעונש בצד עבירה של כניסה לישראל שלא כדין, לפי סעיף 12 (1) לחוק הכניסה לישראל - הוא שנה אחת;",reject,train
"עונש המאסר המרבי הקבוע בצידה של עבירת לפי סעיף 144(א) רישא וסיפא לחוק העונשין – החזקת נשק ללא רשות על פי דין - הוא 7 שנות מאסר; העונש בצידה של עבירה לפי סעיף 144(ב) רישא וסיפא לחוק – נשיאה או הובלה של נשק ללא רשות על פי דין -הוא 10 שנות מאסר; העונש בצד עבירה לפי סעיף 144(ב2) רישא וסיפא לחוק ביחד עם סעיף 25  – ניסיון לסחר בנשק לרבות מסירתו שלא כדין - הוא 15 שנות מאסר,  והעונש בצד עבירה של כניסה לישראל שלא כדין, לפי סעיף 12 (1) לחוק הכניסה לישראל - הוא שנה אחת;",reject,train
"עונש המאסר המרבי הקבוע בצידה של עבירת לפי סעיף 144(א) רישא וסיפא לחוק העונשין – החזקת נשק ללא רשות על פי דין - הוא 7 שנות מאסר; העונש בצידה של עבירה לפי סעיף 144(ב) רישא וסיפא לחוק – נשיאה או הובלה של נשק ללא רשות על פי דין -הוא 10 שנות מאסר; העונש בצד עבירה לפי סעיף 144(ב2) רישא וסיפא לחוק ביחד עם סעיף 25  – ניסיון לסחר בנשק לרבות מסירתו שלא כדין - הוא 15 שנות מאסר,  והעונש בצד עבירה של כניסה לישראל שלא כדין, לפי סעיף 12 (1) לחוק הכניסה לישראל - הוא שנה אחת;",reject,train
"על רקע הודאת הנאשם בעובדות, כאמור, הוא הורשע בעבירות של גניבה, לפי סעיף 384 לחוק העונשין תשל""ז-1977 להלן: ""חוק העונשין""); ונשיאה והובלת נשק, לפי סעיף 144(ב) לחוק העונשין;",reject,train
"על רקע הודאת הנאשם בעובדות, כאמור, הוא הורשע בעבירות של גניבה, לפי סעיף 384 לחוק העונשין תשל""ז-1977 להלן: ""חוק העונשין""); ונשיאה והובלת נשק, לפי סעיף 144(ב) לחוק העונשין;",reject,train
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין;",reject,train
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין;",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירות של רכישת נשק ואביזר נשק ונשיאה והובלת נשק וזאת לפי סעיפים  144(א) ו-144(ב) לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירה של נשיאה והובלת נשק וזאת לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
"הנאשם הורשע, בעקבות הסדר טיעון בכתב אישום מתוקן, בעבירה של נשיאה והובלת נשק וזאת לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: החוק);",reject,train
"אמנם הנאשם פעל לבדו מול הסוכן ולא היו מעורבים נוספים, אך הנאשם היה בקשר עם אדם אחר להשגת הקרלו, ולאחר שנמסר לו שהקרלו מקולקל, העסקה לא יצאה אל הפועל;",CIR_BUYER_ID_WEP,train
"בהגיעו למקום, התקרב הנאשם לרכב בו נסע הסוכן והניח על רצפת הרכב, בין רגליו של הסוכן, שקית ובה נשק מסוג קרלו שבכוחו להמית אדם, וכן מחסנית תואמת;",CIR_BUYER_ID_WEP,train
"בהמשך מסר הנאשם לסוכן שקית נוספת שבתוכה 900 כדורי 5;56 מ""מ, כל זאת תמורת 19,000 ₪ במזומן, אשר העביר הסוכן לידי הנאשם;",CIR_BUYER_ID_WEP,train
ביום 17;2;2019 התקשר הסוכן לנאשם;,CIR_BUYER_ID_WEP,train
"ביום 17;3;2019 הודיע הנאשם לסוכן כי האקדח עליו שוחחו כבר נמכר, והציע למכור לסוכן נשק מסוג קרלו וכדורים תואמים תמורת 18,000 ₪;",CIR_BUYER_ID_WEP,train
"במהלך הימים 26;2;2019 עד 3;3;2019 ובסמוך לכך, שוחחו הנאשם והסוכן במספר הזדמנויות במטרה לקדם עסקה בנשק;",CIR_BUYER_ID_WEP,train
"במהלך השיחה תיאמו השניים להיפגש למחרת לשם ביצוע העיסקה, והנאשם הבטיח לסוכן להשיג עבורו בהמשך אקדח, באומרו כי עד לחודש הרמדאן הסוכן ""יצא עם אחד שלא היה לאף אחד לפניו"";",CIR_BUYER_ID_WEP,train
"במקרה זה לא מדובר רק בהחזקת נשק אלא בסחר בנשק, כאשר הנאשם לא ידע מי הקונה;",CIR_BUYER_ID_WEP,train
בסופו של דבר הנאשם מכר לסוכן נשק ותחמושת והציע לסוכן לרכוש נשק נוסף;,CIR_BUYER_ID_WEP,train
בסיום הפגישה שאל הנאשם את הסוכן אם הוא מעוניין לרכוש נשק נוסף;,CIR_BUYER_ID_WEP,train
"בשיחה ביום 13;3;2019 מסר הנאשם לסוכן כי עלות האקדח הינה 18,000 ₪, והסוכן אמר לו כי ישקול את ההצעה;",CIR_BUYER_ID_WEP,train
"הנאשם אמר לסוכן כי הקרלו שהתכוון למכור לו ""מקולקל"" וביקש ממנו לחזור להשלים את רכישת ארגז התחמושת, אך הסוכן סירב לרכוש את הארגז ללא הקרלו;",CIR_BUYER_ID_WEP,train
הנשק נמכר לסוכן שהוא זה שמלכתחילה פנה אל הנאשם;,CIR_BUYER_ID_WEP,train
"הסוכן אמר לנאשם כי הוא מעוניין באקדח, אך בשיחה נוספת באותו יום, נעתר הסוכן להצעת הנאשם, והשניים סיכמו להיפגש בשבוע הבא לצורך רכישת הקרלו;",CIR_BUYER_ID_WEP,train
"הסוכן ביקש מהנאשם ""לדאוג לו"" למחיר עבור הקרלו, וכן הזכיר לנאשם בנוגע לרכישת אקדח;",CIR_BUYER_ID_WEP,train
"הסוכן השיב כי הוא מעוניין לרכוש אקדח, והנאשם אמר לו כי בפעם הבאה ""יסדר"" עבורו אקדח ותחמושת תואמת;",CIR_BUYER_ID_WEP,train
"העובדה שמדובר בסוכן, ובשל כך הנשק הגיע לידי המשטרה, איננה בזכותו של הנאשם אלא בשל פעילות משטרתית מוצלחת;",CIR_BUYER_ID_WEP,train
"חלקה הראשון של העסקה לא יצא אל הפועל, כאשר האדם האחר, שאמור היה להביא את הנשק, לא הגיע, ולאחר זמן מה הצליח הנאשם להשיג קרלו ותחמושת עבור הסוכן;",CIR_BUYER_ID_WEP,train
"לדברי ב""כ המאשימה, בית המשפט העליון התייחס לחומרה שבעבירות הקשורות בנשק, ולכך שכאשר נשק מגיב לידיים לא מורשות, לא ניתן לדעת מה יהיה בסופו;",CIR_BUYER_ID_WEP,train
"לדבריה ""במזל"" היה זה סוכן משטרתי, אך באותה מידה יכול היה הנשק להימכר לגורמים עברייניים או טרוריסטים;",CIR_BUYER_ID_WEP,train
"לדבריו, העיסקה נועדה למכור לסוכן נשק מסוג קרלו;",CIR_BUYER_ID_WEP,train
"למחרת, ביום 18;3;2019, לאחר שיחות תיאום בין השניים, נסע הסוכן למקום אליו כיוון אותו הנאשם בא-ראם;",CIR_BUYER_ID_WEP,train
מכתב האישום עולה כי הנאשם ידע למי לפנות כדי לקבל נשק ואף השיג נשק ותחמושת עבור הסוכן;,CIR_BUYER_ID_WEP,train
"מספר ימים עובר לתאריך 18;3;2019, שוחחו הנאשם והסוכן על אפשרות רכישת אקדח ונשק מסוג ""קרלו"";",CIR_BUYER_ID_WEP,train
"על פי עובדות כתב האישום המתוקן בהסדר, ביצע הנאשם עסקה בה מכר נשק, ועסקה של ניסיון למכירת נשק, מול לוחם מספר 188 המכונה ""עלי"", שהנו שוטר אשר במועדים הרלוונטיים לכתב האישום שימש כ""סוכן"" מטעם משטרת ישראל;",CIR_BUYER_ID_WEP,train
"על פי עובדות כתב האישום המתוקן, הנאשם פעל באופן נמרץ במטרה למכור לסוכן המשטרתי נשק;",CIR_BUYER_ID_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",CIR_BUYER_ID_WEP,train
